   0.0000000e+00   2.0000000e+00   1.0000000e+00   0.0000000e+00   2.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000000e+00   2.0000000e+00   2.0000000e+00
   0.0000000e+00   2.0000000e+00   1.0000000e+00   0.0000000e+00   2.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000000e+00   2.0000000e+00   2.0000000e+00
  -1.2002745e-02   2.0223452e+00   1.0224745e+00  -2.2345198e-02   2.0120027e+00   9.7752551e-01   2.9289322e-05  -2.2445198e-02   1.0224159e+00  -2.2445198e-02   2.9289322e-05   1.0224159e+00  -1.2112034e-02  -4.4928974e-02  -4.4928974e-02   2.0449290e+00   2.0121120e+00   2.0449290e+00
  -3.2989719e-02   2.0614219e+00   1.0618063e+00  -6.1421873e-02   2.0329897e+00   9.3819370e-01   8.7653028e-05  -6.1718357e-02   1.0616307e+00  -6.1718357e-02   8.7653028e-05   1.0616307e+00  -3.3316526e-02  -1.2355421e-01  -1.2355155e-01   2.1235542e+00   2.0333165e+00   2.1235515e+00
  -5.8280963e-02   2.1085271e+00   1.1092906e+00  -1.0852705e-01   2.0582810e+00   8.9070940e-01   1.7550362e-04  -1.0911293e-01   1.1089374e+00  -1.0911293e-01   1.7550362e-04   1.1089374e+00  -5.8935131e-02  -2.1846530e-01  -2.1845250e-01   2.2184653e+00   2.0589351e+00   2.2184525e+00
  -8.2557318e-02   2.1537682e+00   1.1550327e+00  -1.5376819e-01   2.0825573e+00   8.4496735e-01   2.9310443e-04  -1.5473105e-01   1.1544379e+00  -1.5473105e-01   2.9310443e-04   1.1544379e+00  -8.3650070e-02  -3.0986658e-01  -3.0983026e-01   2.3098666e+00   2.0836501e+00   2.3098303e+00
  -1.0095952e-01   2.1881052e+00   1.1899890e+00  -1.8810523e-01   2.1009595e+00   8.1001096e-01   4.4014319e-04  -1.8952531e-01   1.1890852e+00  -1.8952531e-01   4.4014319e-04   1.1890852e+00  -1.0260041e-01  -3.7965853e-01  -3.7957967e-01   2.3796585e+00   2.1026004e+00   2.3795797e+00
  -1.1003974e-01   2.2051190e+00   1.2077361e+00  -2.0511900e-01   2.1100397e+00   7.9226395e-01   6.1573165e-04  -2.0706830e-01   1.2064526e+00  -2.0706830e-01   6.1573165e-04   1.2064526e+00  -1.1233207e-01  -4.1497641e-01  -4.1483203e-01   2.4149764e+00   2.1123321e+00   2.4148320e+00
  -1.0838209e-01   2.2021655e+00   1.2056244e+00  -2.0216554e-01   2.1083821e+00   7.9437559e-01   8.1861907e-04  -2.0470867e-01   1.2038901e+00  -2.0470867e-01   8.1861907e-04   1.2038901e+00  -1.1141891e-01  -4.1050474e-01  -4.1027052e-01   2.4105047e+00   2.1114189e+00   2.4102705e+00
  -9.6784318e-02   2.1807162e+00   1.1851197e+00  -1.8071616e-01   2.0967843e+00   8.1488029e-01   1.0473639e-03  -1.8391277e-01   1.1828654e+00  -1.8391277e-01   1.0473639e-03   1.1828654e+00  -1.0064722e-01  -3.6916503e-01  -3.6881823e-01   2.3691650e+00   2.1006472e+00   2.3688182e+00
